"","Lupus","WT"
"Socs1",0.557528490831386,-0.39966876446
"Mpv17l",0.407893506111085,-0.144519646526859
"Spidr",0.372184427746188,-0.500356594687067
"C730014E05Rik",0.44904341698776,-0.306345388875619
"St6gal1",0.225531581301986,-0.395229105606094
"Parp14",0.387713455331927,-0.426517476485164
"Cd86",0.449428423569151,-0.303813332824346
"Tigit",0.627795310717636,-0.700847944490805
"Cd47",0.269429673586559,-0.122243568668003
"Alcam",0.256320171785465,-0.0799896562792944
"Nfkbiz",0.363262001886038,-0.261645602300575
"4930578N18Rik",0.342558916499634,-0.213855167846898
"Ltn1",0.362221925268308,0.0457976818848013
"Eva1c",0.26913000693126,-0.179840078719555
"Runx1",0.260428983891535,-0.336937991189089
"Chaf1b",0.477968661656181,-0.215550489779746
"Tagap",0.323985833234983,-0.295935276808285
"Ccr6",0.507902885390739,-0.189120864847484
"Lnpep",0.302487144507026,-0.216362994509246
"Hcfc1r1",0.369484584275543,-0.009202296039429
"Thoc6",0.418057281410822,-0.0124069156485383
"Cldn6",0.434527459387768,-0.106855248377288
"Tnfrsf12a",0.55069660253986,-0.162992393756814
"Cldn9",0.429930433436332,-0.248449655673708
"Pkmyt1",0.350590122494511,-0.0200053082662954
"Flywch2",0.489211561605507,0.164131301961233
"Dusp1",0.200606341519308,-0.175379769327477
"Itpr3",0.260688422820379,-0.366218644287886
"Hmga1",0.483332081279573,-0.411661835530187
"Fkbp5",0.527794307340347,-0.691494020495654
"Armc12",0.520584882709255,-0.463044125851384
"Btbd9",0.295204060161355,-0.234775037475826
"Gm6402",0.343550945279404,-0.326997274235968
"Glo1",0.949513270135392,-0.848628633522824
"Dnah8",1.0929124830431,-1.01162015482241
"1700097N02Rik",1.06696702266257,-1.03952468735045
"Glp1r",0.708776842010901,-0.981870999975207
"Sik1",0.236977291580725,-0.167285465799485
"Myo1f",0.431257448719743,-0.466920952658958
"Tap1",0.549297670121184,-0.539805964076817
"Psmb8",0.850492099848343,-0.709916757565797
"Tap2",0.684179946575878,-0.456539137610778
"Notch4",0.334908288690203,-0.33883326430859
"H2-Ob",0.576670343580844,-0.514608108951999
"H2-Ab1",0.874130215731065,-0.813122965219564
"H2-Eb1",0.630562350055002,-0.535068781044592
"H2-Aa",0.415033372530109,-0.612274404695506
"H2-Eb2",0.787030692944902,-0.435521725985586
"H2-Ea-ps",1.15618990478408,-0.990245709438955
"C4b",0.518687740027668,-0.199283937652835
"C4a",0.38928056842893,-0.257028753911109
"Stk19",0.363937292787669,-0.350912692309504
"Vars",0.368958789668869,-0.443492629412404
"D17H6S56E-5",0.511308432714926,-0.438527553653614
"Aif1",0.479812648699086,-0.710056427636665
"Lst1",0.753828520422376,-0.805709213422739
"Ltb",0.856942369001272,-0.764007854327527
"Mir6973a",0.851331274109479,-0.772899472340473
"Tnf",0.505770427524769,-0.693751973590239
"Mir6975",0.37423827010327,-0.227803411953368
"H2-D1",0.358341910354164,-0.316828848484512
"Ier3",0.40683618620579,-0.210063590289806
"Flot1",0.312109247756992,-0.0553317601824651
"A930015D03Rik",0.67052638456825,-0.625068206947628
"H2-T24",0.8346996790121,-0.825527702171088
"H2-T23",0.536902201833008,-0.355768633445043
"Gm6034",0.686048582060949,-0.538487142067877
"H2-T22",0.686725128847406,-0.546898689151761
"H2-T9",0.442070409060604,-0.367177078915163
"H2-T-ps",0.543695202321928,-0.226404521384326
"2410017I17Rik",0.572432098250276,-0.464052803537077
"Esp34",0.584798454497739,-0.87795403853557
"Esp31",0.570417420458005,-0.33616723317493
"Crisp1",0.67520957826725,-0.5863519941987
"Enpp4",0.497774707873425,-0.216507234557984
"Nfkbie",0.350249347091734,-0.281760392610299
"Nfya",0.271474483550783,-0.104374595133002
"Oard1",0.331458523111838,-0.15453685718654
"Rftn1",0.308304825110709,-0.347207951949498
"AY702103",0.46919267203478,-0.117580219923731
"Stap2",0.499628086858644,-0.219217005620065
"Mpnd",0.402258670037074,-0.316165587600153
"Sh3gl1",0.391451639433612,-0.20233453235724
"Plin4",0.449011670310697,0.00976645828873262
"Plin5",0.460476725427096,-0.17440403015681
"Tnfaip8l1",0.338691998916738,-0.18379709045232
"Fem1a",0.322849496986004,-0.102520001160868
"Ticam1",0.292708295143366,-0.0756218608653448
"Kdm4b",0.22566385255845,-0.198691402270785
"Dus3l",0.332741384766767,-0.0269328291332948
"C3",0.414747379443706,-0.264028060785005
"Mir6978",0.471348803200258,-0.417556732487374
"Gpr108",0.385880059161458,-0.22474430566349
"Trip10",0.259014073677977,-0.191234635402151
"Vav1",0.430148791271099,-0.233246390527826
"Vapa",0.298651662411462,-0.163498363960292
"Xdh",0.231982719363537,-0.314118525809243
"Jcad",0.252935804295461,-0.08345126406577
"Sap130",0.524948831301787,-0.733435141171658
"Fam13b",0.303947791821274,-0.271569279410802
"Spata24",0.511960013470154,0.0154836550184629
"Mospd4",0.424650266783776,-0.143422055839653
"Csnk1g3",0.281398955902979,-0.130460012704428
"Ccdc192",0.676822197303734,-0.773187616772832
"2210409D07Rik",1.12344096432373,-1.08905519590907
"Gm19519",0.569492489758421,-0.662079758850006
"Cd74",0.867972060265877,-0.927464665323277
"Mir5107",0.734303948669366,-0.740767430411455
"Gm9949",0.53595025973453,-0.0205231044940107
"Adrb2",0.396767143681454,-0.118890224345638
"Napg",0.410600465310186,-0.237852169859012
"Alpk2",0.276882252865466,-0.255830592461005
"Tubb6",0.396648096471568,-0.0571700805346654
"Zfp236",0.277705937523948,-0.0584793467616903
"Acy3",0.325786020762028,-0.210394509524019
"Ptprcap",0.379465360228315,-0.118459138908749
"Grk2",0.267656610428291,-0.157532465702417
"Ppp2r5b",0.330761046692296,0.0905666654422626
"Fkbp2",0.387389063911033,-0.180449722515101
"Fth1",0.290412685659029,-0.219898465281402
"A430093F15Rik",0.480788955699872,-0.180768141656638
"Cd6",0.607658547212481,-0.579565815830971
"AW112010",0.823249997624879,-0.653555095781766
"1700017D01Rik",0.662825768998158,-0.743297210464456
"Ms4a4a",1.0578687493064,-0.7824571516029
"Ms4a6c",0.799381460019938,-0.681861286589743
"Gm8369",1.25544961376893,-0.678268565531379
"Ms4a4d",0.810335709407937,-1.15229108875484
"Ms4a6d",0.80997473152948,-0.98186016869141
"Keg1",0.700576537828094,-0.658237040533817
"Olfr1480",0.899047417904062,-0.522701294857876
"Aldh1a7",0.514047667147218,-0.136611917351025
"Pdcd1lg2",0.390227581527921,-0.184375559746141
"Pten",0.267960331450557,-0.231765821658771
"Ifit1bl2",0.535528736482974,-0.416020527628367
"Pcgf5",0.235017848215517,-0.0551165364048629
"Dntt",0.611608771632489,0.237705898312004
"Pik3ap1",0.603076729189204,-0.584828161952902
"Dpcd",0.421953078209958,-0.0618071525695297
"Itprip",0.281198431379773,-0.33145841529721
"Cfap58",0.351470167044748,-0.115981070181898
"Sorcs1",0.481210356019097,-0.269828025697834
"Acsl5",0.427411179791089,-0.166559387246155
"Ccdc172",0.333847237264599,-0.0601494501687757
"Gm10857",0.49725579954829,-0.163352531409195
"Mir297a-2",1.38374024187147,0.443847848302745
"Apbb1ip",0.422827614850815,-0.256057152223903
"Ptgds",0.394552550285701,-0.321104791943518
"Traf2",0.293095257517862,-0.306403109725004
"Ralgds",0.422335914431291,-0.322507706701644
"Ggta1",0.399817045395962,-0.541054485354474
"Nek6",0.221365391784074,-0.144872762193778
"Mettl8",0.265580347377124,-0.277854696808578
"Itga4",0.458554417750573,-0.351037706616026
"Frzb",0.906814750702787,-0.747302881290156
"Spi1",0.36721424437257,-0.328164064023897
"Nutm1",0.594533086021066,-0.0725426900608613
"Nop10",0.943658262363967,0.154885686253526
"D330050G23Rik",0.340509877041742,-0.175935128275405
"Bub1b",0.297318109308381,-0.0859279307314517
"Patl2",0.384897348117711,-0.384021826320867
"B2m",0.636717808175089,-0.521693823195887
"Slc27a2",0.304864543793179,-0.0667356886792609
"Dusp2",0.513075822474857,-0.819339111867653
"Rassf2",0.576473771691606,-0.342284023526598
"Rrbp1",0.238328987194353,-0.204527496599154
"Hck",0.408482648197189,-0.350716553023627
"Plagl2",0.406618947531024,-0.35994386935729
"Samhd1",0.483627765813642,-0.260471317867162
"Ttpal",0.448452995502952,-0.292162993840685
"Pkig",0.34106949403803,-0.222004683920164
"Pltp",0.346664209942631,-0.183702293308627
"Trp53rkb",0.330380286504805,-0.230659367858855
"B4galt5",0.291123409443665,-0.269349317736097
"A530013C23Rik",0.300901589639543,-0.381309498110707
"Ptpn1",0.374871422310165,-0.488388181761578
"Atp9a",0.234869559318525,-0.187302151273309
"Ctsz",0.419901940334,-0.225250197085706
"Edn3",0.385480973505943,-0.193728868099779
"Sycp2",0.580660324688255,0.046724022509835
"Tpd52",0.230261755780784,-0.11610175247773
"Skil",0.310951078636829,-0.237372371755382
"Ttc14",0.483010686974926,-0.4182499078641
"Dnajc19",0.3728033832592,-0.206230037201006
"Il21",0.413260938129831,0.0299758840203659
"Slc7a11",0.361439258293853,-0.275265231802071
"Rap2b",0.328493879224835,-0.327448216111475
"Gm1647",0.331769346297821,-0.243906207176988
"Etfdh",0.440586943234415,-0.063836081207375
"Tlr2",0.645457281412585,-0.400190405360413
"Tmem154",0.305616632274158,-0.351113777799705
"Fbxw7",0.231583428944968,-0.122088335845819
"Il6ra",0.30423296178352,-0.245479784974362
"Tdpoz4",1.58449808096935,-1.29350801717903
"Mllt11",0.303287904171385,-0.155922895110849
"Cdc42se1",0.357853766734736,-0.228050565469431
"Mcl1",0.352845160522249,-0.248776663146002
"Adamtsl4",0.287927261609325,-0.318416459307143
"Fcgr1",0.72066514805173,0.208484096307538
"Gm5544",0.328553733752997,-0.249157066077318
"4930406D18Rik",0.400563907920071,-0.439562153571865
"Cd101",0.54953878096347,-0.355718459303584
"Cd2",0.311991750341202,-0.193232714494501
"Olfml3",0.478389556182361,-0.229208353935358
"Hipk1",0.557563714266684,-0.403081546522724
"Gm15471",0.621136544819918,-0.63650413718459
"Dclre1b",0.603361077463802,-0.613947052770392
"Bcl2l15",0.591162878148345,-0.600306092220326
"Ptpn22",0.511359203144113,-0.463895318863189
"Gm5547",0.461249611009172,-0.438883183059872
"Tmigd3",0.290893025926252,-0.208994043728136
"Kcna3",0.532624149274285,-0.196107993308996
"AI504432",0.614470762393605,-0.218083105172331
"Tmem167b",0.505309646804823,-0.227658754686562
"Ugt8a",0.391058745941979,-0.227974785918484
"Lef1",0.47685385091599,-0.0593127282390529
"Adh5",0.40695386374817,-0.200550650827354
"Bmpr1b",0.239702279537523,-0.0773171938683428
"Gbp2b",0.491242605393319,-0.652656544643634
"Gbp3",0.651976966171178,-0.748649064204296
"Sh3glb1",0.348119432582079,-0.0589066101661506
"Wdr63",0.331978031670085,-0.324370513763886
"Mcoln2",0.34468683911423,-0.115984371317545
"Chchd7",0.328322053679195,-0.358903230913817
"Gabrr1",0.483308055384146,0.0989090040269599
"B4galt1",0.254391904324123,-0.347586693740424
"Bag1",0.369802540962717,0.141472114980133
"Chmp5",0.437457810457277,0.020138488227453
"Ccdc107",0.386694225568779,-0.018814005932906
