"","D01116_test","D01117_test","D01118_test","D01119_test","D01120_test"
"Nfkbie",-0.373814133720915,0.110901355049264,0.0699041410840235,-0.113373083519699,0.315592548257921
"Gtpbp2",-0.104329824709269,-0.0130787378183663,-0.0117453496527262,-0.0568815643163755,0.363469250160562
"Yipf3",-0.0711654771739225,-0.14987567895022,-0.0285007205423906,-0.149228107707524,0.32818264546934
"Polr1c",-0.0701004203582112,-0.144649547898434,-0.170262421349562,-0.0323115739805856,0.408721852114315
"Srf",-0.101020308873378,0.0038556873332339,-0.402956549097008,0.38900409792006,0.253228207612735
"Mir6976",-0.222867157442378,0.10235410981871,-0.500983956605275,0.626733840369303,0.353313097364571
"Klhdc3",-0.170838168002942,-0.00583697609118629,-0.151898889116223,-0.0884878958270864,0.320284804105345
"Mea1",-0.176052456773743,-0.01093777178312,-0.20273510133893,-0.0706770702365175,0.30815806490861
"Taf8",-0.12109177218217,0.0333586512581677,-0.171106373230001,0.0553039733693153,0.333305970083058
"Ccnd3",-0.334955916676349,0.0509114089755792,-0.122993744589159,0.0501964384396746,0.424647763520762
"Bysl",-0.109138496953287,-0.0532210750459176,0.181893690075929,-0.168074173257498,0.349712485536041
"Nfya",-0.320639058096862,0.0262399205037028,-0.00702766274845359,0.0233148263068541,0.393077250361011
"Oard1",-0.423881581539639,-0.0175995271351622,-0.0477425260596738,0.0396751625337805,0.500712822256256
"Kat2b",-0.427457248094257,0.00796402556782552,-0.260474663630223,0.0588848465079736,0.351280982183496
"Sh3gl1",-0.127854805347932,-0.122237797708336,0.237698745536529,-0.13634248309626,0.431827253876813
"Chaf1a",-0.183719603150013,0.12306963289542,0.0856170428420751,0.00687541693478961,0.270860508607657
"Ubxn6",-0.426074063698448,-0.0466163347210973,-0.0882537400758489,0.0598804002272073,0.413258739301314
"Hdgfl2",-0.379976781145181,-0.093327529030354,-0.0379228812581739,-0.0215388121190303,0.384596528850786
"Plin4",0.134204632349512,0.0706714791277563,0.113066597186034,-0.569630108343026,0.367143844787268
"Fem1a",-0.412657640920199,-0.202325343787452,-0.0915814973278158,-0.0921635579737376,0.401600245081118
"Ticam1",-0.404198348693268,-0.0988438544508919,0.0936389751041985,-0.105853297232057,0.385583202780318
"Plin3",-0.11168619111883,-0.0437523609280374,-0.162178313179243,-0.0361933657868243,0.445303347169475
"2410015M20Rik",-0.139958107191599,-0.235734893459711,-0.113325880745621,0.115553427021813,0.534057744204163
"Rpl36",-0.184040293569805,-0.268158556347616,-0.141728814396396,0.156108259461603,0.542286800232229
"Ndufa11",-0.188977759410159,0.0637023999378716,-0.174029373535668,0.0721938916282669,0.312149513920759
"Vmac",-0.185982754669862,0.0888330933653921,-0.142860573839088,0.174306172831735,0.309584674917074
"Dus3l",-0.232944437134333,-0.0268603851514407,-0.0308732838345453,-0.0912612354544253,0.375078982645741
"Prr22",-0.184991565398155,-0.00524797090318133,0.0619582152806357,-0.0338337104964686,0.537351223823683
"Clpp",-0.54453678542822,-0.0841848639857007,-0.24705609254223,0.273162699551912,0.496251727452068
"Khsrp",-0.423946149349774,0.0673162161007473,-0.0556707198512235,-0.0668396019265392,0.337493920458673
"Slc25a41",-0.527957005559611,0.0312420700714767,-0.170652807144164,0.100136332397576,0.28231736808158
"Slc25a23",-0.219208994269487,-0.272721249899994,-0.0717930159311592,-0.0475576691417104,0.400717674647976
"Crb3",-0.133187548861172,-0.371060381295662,0.047391641271463,-0.252974650348744,0.443673714787598
"Dennd1c",-0.0110926871341592,0.0312930100626197,0.513383753538622,-0.175262882621458,0.520011201863691
"C3",-0.0674063445887908,-0.197392209936781,0.310857566893688,-0.289531988754353,0.364036488497302
"Mir6978",-0.144973156949028,-0.184407667976214,0.35713445586901,-0.225638316151339,0.433961729236448
"Gpr108",-0.373556476764391,-0.182155508128364,0.112458505949026,-0.169911428098406,0.522922525302126
"Trip10",-0.346628113453416,-0.120838528044092,-0.04198137627034,-0.123770828730922,0.474748451484451
"Vav1",-0.361457804245057,-0.0331354478053218,0.25399883118096,-0.187156549277243,0.341190015897362
"Vapa",-0.270477755199314,-0.0224180137823238,-0.0359890701849084,0.263379254630922,0.396080540263037
"Rab31",-0.204746269386087,0.0926611518771871,0.102456805034913,0.145293303056627,0.211652263078791
"Ppp4r1",-0.0248997484187723,-0.143094404820995,-0.00640814583243636,0.106499908029979,0.299872231383857
"Ralbp1",-0.21709490631041,0.0689261230612904,-0.0129456326838296,0.0111631396334499,0.277374394060882
"Twsg1",-0.145043338835668,0.0942106791441877,-0.246689405624643,0.107743834133318,0.346133231097455
"Ndufv2",-0.457062203140577,-0.101773226309211,-0.245501677882406,0.189155416740351,0.45524189644904
"Washc1",-0.447339576778738,-0.156362310419356,-0.288442650202869,0.332788179656656,0.628641889130755
"Tgif1",-0.271991160000479,-0.00672417086347171,-0.34678925809922,-0.106792766398685,0.634387071893832
"Myl12b",-0.380668668839127,0.0648549325829283,-0.191513708398668,0.11718155406025,0.32097221185914
"Myl12a",-0.277639988010761,0.0731691065624599,-0.0500129693587994,0.201933781930027,0.354737482557777
"Myom1",-0.129418385439447,0.0236825707170283,-0.0972573449080531,0.0709829916970945,0.276597169227969
"Lpin2",-0.273294159157633,0.0234443003614885,-0.0719026678768645,-0.0517513313037321,0.362888373472934
"Ndc80",-0.250742644677411,0.151515712539881,-0.559138544849239,0.296679406152424,0.32474163584434
"Ehd3",-0.343998239986793,0.181530080092901,-0.00423813846211042,-0.055669614565455,0.249847546371289
"Galm",-0.100921225453748,-0.0285981399434896,-0.283702455736647,0.108805743769451,0.261585100116749
"Sos1",-0.13434627630239,0.128458560711239,-0.243326122483147,0.228827162354114,0.337776521972632
"Haao",-0.11841344134194,0.0193571806053845,-0.165269017101522,0.151817699622651,0.286224561178777
"Zfp36l2",-0.290636897512837,-0.0208508114902724,0.0529458938052053,-0.00209836800745723,0.370998155921564
"1110020A21Rik",-0.141328307094687,-0.0635384247769952,-0.194379073123123,0.270818130501816,0.211363507342808
"Slc3a1",0.243090179643322,-0.312294053827356,-0.180869529651755,0.0189835160174395,0.347780819061659
"Rhoq",-0.259946836182263,-0.0214921808314876,0.0323798315180374,0.00555265845170671,0.253370902826525
"4833418N02Rik",-0.177907278896005,-0.156135091900619,-0.236950833311119,-0.0653648127200124,0.643125696419542
"Ttc7",-0.12704481362715,-0.0632740704669479,-0.167832546020355,-0.0223474618978744,0.399503352472558
"Epcam",-0.0852078849095563,0.177284889069202,-0.236046760458348,-0.085354876850302,0.268949896968547
"Fbxo11",-0.536282541131508,0.10015319707875,0.0402044060354111,0.068393587569187,0.393800373232161
"Crem",-0.26410561298691,-0.00895178598920288,0.0851491514054692,-0.0985180665265075,0.262922706750365
"Gm6225",-0.441881136045715,-0.103208485969934,-0.172939287528015,0.110723456304742,0.425257110688225
"4833419F23Rik",-0.356781328819644,0.231286993477377,-0.225310321756836,-0.0122070207600479,0.352146274210508
"Epc1",-0.216623804173837,-0.0897910773687293,-0.136593703110128,0.167747766316995,0.238756241883161
"Zfp35",-0.0568740383542922,0.0184944048253517,0.228152659182156,-0.214833486561324,0.364142187722595
"Zfp24",-0.0850815788141074,-0.0325586138018429,-0.371686845321199,0.21510092683395,0.295833033840628
"Sap130",-0.732084759952288,0.171368985485919,0.0852141073093779,-0.324987167796808,0.517346162826991
"Ammecr1l",-0.083560174019363,-0.122222074348344,-0.180042443450968,0.0207858882185683,0.270774281178468
"Sft2d3",-0.0653983798082922,-0.157805433860717,-0.102184015510825,0.315252903992915,0.437996564013597
"Reep2",-0.0426104653884365,0.0862897933271227,0.148932184993195,-0.173602903534733,0.431809735355686
"Egr1",-0.252128769904789,-0.137336372354749,-0.0224640518285469,-0.054313768431203,0.31343559356986
"Etf1",-0.20392068172013,-0.0939819718517006,-0.303841043433642,0.205563686461705,0.302876448180892
"Mzb1",0.150171647084775,0.0545167036138723,-0.181279888152447,-0.327884834703159,0.381449777098407
"Ube2d2a",-0.0444661019028784,-0.0625166435442764,-0.0482645611031229,0.0381013872659754,0.271058298344707
"Cystm1",-0.0488816647023362,-0.15422443130084,0.039046204447184,0.268800390124315,0.308742434576446
"Ankhd1",-0.117503895547244,-0.000229931270159216,-0.0939031101645442,0.141276954735677,0.220344448319042
"Apbb3",-0.33658574106325,-0.269120214807483,-0.605079425559841,0.169878447585441,0.452930597171382
"Slc35a4",-0.33877068847134,-0.30286965624878,-0.770223149539702,0.40118503343761,0.530023547554367
"Zmat2",-0.638534464680901,-0.340922283086519,0.0667421803959534,0.297532779189396,0.442550847925319
"Diaph1",0.0220399226307342,-0.00382775836000144,-0.371851198480546,0.261148836947473,0.264034016193794
"Hdac3",-0.0969546315949448,-0.0464174043340392,-0.249602271705091,0.269923377899266,0.354793404428431
"Fem1c",-0.275382864519883,-0.0375358093446432,-0.375509336940784,0.128153920308108,0.393706858758912
"Eif1a",-0.0913290256937607,-0.0799456405031967,-0.248537769613347,-0.0427157596964417,0.24784825801306
"Cdo1",-0.0354624308961428,-0.036883341107047,-0.518484039837071,0.00135720371617784,0.397510839748926
"Tnfaip8",-0.30150697402337,-0.335086787826746,0.203773083317157,-0.0240140949126642,0.260932992706798
"Csnk1g3",-0.226620416403434,-0.00315619700133894,-0.00857343613838096,0.119529216995474,0.440290346278408
"Lmnb1",-0.264182534515404,0.0710949408664526,0.062332590393363,-0.0454803165143293,0.269428341761865
"Ndst1",-0.0604718897469341,0.0338482628929813,-0.276866663423356,-0.0585313017200453,0.301251400060177
"Rps14",-0.577014606431594,-0.133202978733303,-0.401322065038509,0.187691151757831,0.251005635639457
"Mir7220",-0.501573904005027,0.289905386321694,-0.419602561408649,-0.341541675998306,0.681107480038456
"Mir378a",0.0195553365814086,-0.104202204924461,-0.175891161636233,0.00624073560627454,0.365422481669662
"Csnk1a1",-0.0764068567020694,-0.0246950947563533,-0.0955786610950322,0.121430419227855,0.221780901921763
"Impa2",-0.311032934386676,0.198144537609029,-0.206493578602908,-0.131358815992719,0.549700806888522
"Afg3l2",-0.116596989029505,0.00639733974632693,-0.271263577901349,-0.169047520421412,0.26290441012741
"Seh1l",-0.119593510534708,-0.0197316450132561,-0.349164644454162,0.163730396599525,0.294717079190072
"4930549G23Rik",-0.28570509806643,-0.0170360376625354,-0.273828997863102,0.26101795494294,0.442948195723015
"Poli",-0.427342281504809,-0.157702275969429,0.207735924819119,-0.184028234316688,0.404163513446437
"Smad4",-0.130917771787168,-0.0946930433548007,-0.0632974927664411,-0.126903445630759,0.230184232998836
"BC031181",-0.299064683701098,-0.0904356334325943,-0.375879386529392,0.350525033916792,0.634945564870425
"4930465K10Rik",-0.354758529813789,-0.219779142440791,-0.329253945684766,0.343249357972099,0.364813295890255
"Atp5a1",-0.329669853180666,-0.399111071169838,-0.0919360524868806,0.422135318518573,0.50394904427854
"Txnl4a",-0.00602501063123705,-0.190735583118565,-0.129751359597977,0.183660850889825,0.297372767307329
"Pqlc1",0.0398026090394223,-0.210509746503184,-0.186452248716263,0.0154335260709163,0.287266275131695
"Zadh2",-0.333302465930961,0.0422923667409734,-0.0238566722082066,0.0712455633579416,0.297863885947726
"Cyb5a",-0.168973510496632,-0.153374787364196,-0.121548096339602,0.12916476259014,0.205042921363858
"Tesmin",-0.0884997974798921,0.0118054589730909,0.262374814153398,-0.115124155954586,0.319789971189695
"Unc93b1",-0.201337110065373,-0.159536369256195,0.0501107604357596,-0.224339898605681,0.42922994750531
"Cdk2ap2",-0.242986261572797,-0.134844818007914,-0.0722048909849811,-0.17415195686644,0.341124957308936
"Aip",-0.263232169149162,-0.00310695582061104,0.105887869785412,-0.165557573644008,0.241611798341194
"Tmem134",-0.211173913663419,0.0648949208580641,-0.201260083154648,-0.00344729807409052,0.283925147166281
"Tbc1d10c",-0.225292198131549,0.0183025245298665,-0.263415501971252,-0.0408340414247052,0.365554312437697
"Ppp1ca",-0.203861120399536,0.0154855355194542,-0.354086396474508,0.0102727886660283,0.33530697449046
"Gm45928",-0.120114424458082,-0.136609227992612,-0.0878013297608904,-0.146264646761054,0.297290844017578
"Grk2",-0.147665222530428,-0.0781289148006215,0.0518437372893584,-0.382426364881842,0.327552445724253
"Pcnx3",-0.108457729654873,-0.0513603096787277,-0.163636867802985,-0.0413625753484435,0.243004001873344
"Map3k11",-0.17532672030737,-0.0617006688284636,-0.311895401926304,0.00247515524440303,0.362877566838893
"Scyl1",-0.00482572036085221,0.102266935210532,-0.0174717358582262,-0.356921835715864,0.277020150235913
"Neat1",-0.165040776830293,-0.0838736202472777,0.186593165383249,-0.232044170829999,0.221036578144964
"Frmd8",-0.0173694626689331,-0.093232102845249,0.109443549135366,-0.093729856821698,0.249127536529644
"Men1",-0.158328243657939,-0.158366914888482,0.164040273200903,0.0206152860660602,0.308192013874326
"Ccdc88b",0.0235385422952385,0.0342280811130393,-0.00386705291832553,-0.302298184528709,0.223868082360816
"Fkbp2",-0.175409574972112,-0.0582425902773488,-0.177167329751009,0.115953771413191,0.233946660527118
"Dnajc4",-0.108521952525138,-0.0163986608037926,-0.148052886156488,0.0979986475779335,0.381702952409301
"Trpt1",-0.138689242645465,-0.0496677311630496,-0.194629860487008,0.0478317352629901,0.375111556931983
"Nudt22",-0.148991464958476,-0.140721448380201,-0.0365074109191504,-0.0587404162184801,0.386878513134653
"Slc3a2",-0.158168117652128,-0.145494572549917,0.133171216895035,0.10918452792882,0.295125143912804
"Wdr74",-0.197458495189315,0.0360585558106674,-0.448255470197953,0.387692820517144,0.307776551629557
"1700092M07Rik",-0.147849024783947,-0.0180800966619619,-0.511115571611198,0.31180652174315,0.376434323429304
"Stx5a",-0.112342932145674,-0.0681688818277723,-0.347128576247547,0.258451043871792,0.326583619221537
"Nxf1",-0.215498554504805,0.00138968415686609,-0.163758050897099,0.140938315707441,0.410182018824434
"1700023D09Rik",-0.288368249336869,0.0945735697502924,-0.202617591523197,0.216713484586554,0.525745590814462
"Tmem223",-0.427043582864293,0.0499117502941702,-0.429473919887933,0.146489661242192,0.5798900131928
"Gm2518",-0.273137239429227,-0.122333193902012,-0.251985302453122,-0.0462749744522506,0.437987300493091
"Taf6l",-0.150833696520181,-0.176245977935272,-0.0149454290598958,0.117775370592307,0.447903569330128
"Polr2g",-0.296527687335967,-0.131704626256001,-0.293148919796152,0.0605885819791233,0.624515326858064
"Zbtb3",-0.332732663610009,-0.170050315450539,-0.222388409551051,0.0177972101231688,0.682703356590695
"Ttc9c",-0.32255901449095,-0.184206181730871,-0.361309134392364,0.222411170986088,0.417804650926524
"Hnrnpul2",-0.257407766809217,-0.197595253455121,-0.350708306362472,0.330126583161203,0.326385663670693
"Bscl2",-0.0485193988934506,-0.0484532608799541,-0.178946600803518,0.259860048241802,0.316998897841902
"Gng3",-0.218272814793696,-0.107625771312076,-0.082545986470521,0.23259731183535,0.40344369593624
"1810009A15Rik",0.0969564856657475,0.199685796891354,-0.352828712046835,0.669583692790178,0.561830814559231
"Ints5",-0.208737633224551,0.158475954294785,-0.119772383924863,0.379668971201729,0.458494277437221
"B3gat3",-0.050531382119933,-0.073091695202275,0.0506299518354833,0.168268254646152,0.352880274926131
"Eml3",-0.0315876391669131,0.00329674515224135,-0.125878258207362,-0.040033844298971,0.329684029849892
"Mta2",-0.191144465822321,-0.197839044044322,-0.124663231367881,-0.0964744709886457,0.46051814892753
"Tut1",-0.174236932892089,-0.189995928289048,-0.176194437703442,0.124193341988497,0.568830198221288
"Eef1g",-0.240538133961542,-0.189567277791043,-0.239856565207567,0.262378224214398,0.461470312877552
"Ahnak",-0.25016896018031,0.0138723933352866,-0.0390282427130727,-0.0233894826896548,0.301688831388678
"Fth1",0.00523755634013507,-0.0915854949191902,-0.0284531393144157,0.0267855596117333,0.360035955555315
"Tkfc",0.022393421344027,-0.0816998861949119,0.0400614249441186,0.131848241274407,0.318468112148691
"Ddb1",0.0586314466837131,-0.110253650334532,-0.200202723668917,0.405394327189472,0.438118411048161
"Vps37c",0.0476788265568616,-0.0267083168451406,-0.0737541768239639,0.022885063497202,0.339961058354243
"A430093F15Rik",-0.478730685006236,0.172287654382766,-0.221504795930381,-0.0936324176663182,0.422229344110553
"AW112010",-0.654267163154315,-0.0282488720166487,0.0452329474856147,-0.0275439318650553,0.448220291077147
"Ms4a4b",-0.861058389985597,0.636340967164595,0.442217902370583,-0.152240570116303,0.685847529408623
"Gm8369",-0.978928258711796,-0.0874725404277925,-0.544571181036706,-0.405736569304051,0.993227926541975
"Ms4a6b",-1.19069501007287,0.0654119207156927,-0.0870662173385593,-0.480703444210991,0.622954045871828
"Osbp",-0.566719991703292,0.0368351068769257,-0.0930862156805013,0.0410186289248294,0.35269150638642
"Gm44505",-0.433468630196469,-0.131819319646148,0.187449397443599,-0.0136514915974367,0.349786688429247
"Zfp91",-0.41654815594028,-0.137764370465928,0.155529245527623,0.00947795764055057,0.415624685391138
"Lpxn",-0.501681777919734,-0.122648346782243,0.213040583575552,-0.0891722446422446,0.358816209967165
"Carnmt1",-0.199189713505272,0.107652805952292,-0.382018208176266,0.245443149853425,0.370632978016608
"Abhd17b",-0.179263274816516,-0.0405010831404471,-0.187825725215478,0.00433645023043897,0.418097066205525
"Klf9",-0.123929663938339,-0.161835375569825,-0.301667424280075,0.15316011749429,0.257450818787496
"Mir1192",-0.161362388068643,-0.330469094542701,-0.478741592121322,0.381731359602419,0.32808718205755
"Jak2",-0.179061697121625,-0.0624811671522779,-0.197627927186811,0.239272097361162,0.217895486351022
"Plgrkt",-0.299843654205051,-0.10910761836363,-0.160351255728728,-0.0516051830193632,0.475236665712761
"Cd274",-0.477747580415522,0.133849889771846,-0.101504798589876,-0.124109149246492,0.574523826573411
"Ermp1",-0.055337451675944,0.0752829460855952,-0.157037566610772,0.0752008462708308,0.428578849004367
"Atad1",-0.252841978688451,-0.141258099667487,-0.0255985899780997,-0.0400413970921741,0.315313449612038
"Pten",-0.233358257937507,0.0555363442061128,-0.16167240360543,-0.00882685053667807,0.263235314040323
"Ifit2",-0.444246081018913,0.202818981571171,0.0716141296853607,0.082648499790626,0.35523650396079
"Lcor",-0.0386291989262871,-0.00936533015395556,-0.229201159621817,-0.0915712694428487,0.249566092664304
"Avpi1",-0.0567354725544881,-0.0386680720838711,-0.350727686488062,-0.101214403574941,0.32485299771613
"Got1",-0.345144465238868,0.0379891019482604,0.0115121433970806,0.0474322621463093,0.22908297503354
"Slc25a28",-0.346426291436465,0.0282677134643086,-0.327138136826868,0.0823592938657354,0.371960906988019
"BC037704",-0.402159128203893,-0.0574235868846532,-0.482159094524738,0.137963587251727,0.440216439385244
"Scd2",-0.257527418915158,0.143088096412602,-0.231948940330213,0.104760439353152,0.313499960611623
"Ndufb8",-0.0792917286667416,0.152569322298556,-0.573078518690615,-0.222006774971312,0.45784452782275
"Mgea5",-0.146449778319501,-0.160153830709394,-0.330846955090265,0.259443736251649,0.232540464430732
"Ldb1",-0.215989593860909,0.0449896701042488,-0.11278467879201,0.0854162794304277,0.331016462954653
"Trim8",-0.100848983281626,-0.218797047595409,-0.225402810712399,0.169802758995177,0.256686136691395
"Sfxn2",0.119939192931316,-0.0947667659784005,-0.433730501663491,0.42231665530893,0.318522239454908
"Wbp1l",-0.12271284918678,0.088201538301058,-0.18177252027773,0.222651497859027,0.298207866973763
"Sfr1",-0.17140208089906,-0.06381269786563,0.14018034599085,-0.187174847658834,0.295718931366779
"Gsto2",-0.483028432447833,0.0683733639149316,-0.190609408470826,0.151587422635352,0.324278290634237
"Itprip",-0.520117659907208,0.108919413235112,0.0752205036756472,-0.130039099858233,0.375332614285469
"Mir6407",0.144139811667478,-0.098156131525239,-0.229843581593835,0.275826086182486,0.262145582036642
"Mxi1",-0.0614500257273411,-0.025743735945867,-0.343793537927435,0.00630470321449909,0.302273025138699
"Smndc1",-0.26223573089271,-0.153334561578924,-0.0292681442235876,-0.0139647124380674,0.341308575792029
"Mirt1",-0.389518043767686,-0.0973849784977904,0.242059170782723,-0.195681137098659,0.276452514535088
"Pdcd4",-0.383995453287246,-0.0143386822567558,-0.432225171967402,0.250532692296148,0.438824281739051
"Acsl5",-0.176680342221452,0.0494424365624582,-0.0189444355400132,-0.0795394925923337,0.272293379355283
"Ccdc186",-0.163560719078857,0.00944418414014137,-0.38671940778175,0.17109886200934,0.269673983001848
"B230217O12Rik",0.0201847883646496,-0.0790500569735307,-0.414495670318224,0.129967688423028,0.338725559442246
"Fam160b1",-0.0110168105138329,0.0614036745794239,-0.348743585130638,0.0762802234762608,0.255139083051194
"Rpp38",-0.256681257593635,-0.509534811546928,0.102529019136933,0.442222267074056,0.505602666716414
"Acbd7",-0.234233366793875,-0.493136398223942,0.115479703239223,0.385685664158568,0.532956665968848
"Fam107b",-0.17084200226954,-0.205281599670251,-0.265956614255177,0.107949237269237,0.387101866670035
"Atp5c1",0.0256502909722587,-0.0703930171922757,-0.375346901645487,0.195890628131113,0.550635756117177
"Kin",-0.108364094807805,-0.0836260407740892,-0.279450094486943,0.0811410314865661,0.793604467574739
"Prkcq",-0.348407225120435,-0.0124058878425102,-0.214776792562795,0.0480603326386602,0.272824538207681
"Pfkfb3",-0.191182245461291,-0.140788161432331,0.0895327106248142,0.0847803145371352,0.311173464612614
"Fbh1",-0.252488737948952,-0.0889879525133681,-0.224569195429329,-0.0149854736875119,0.281404618544895
"Ankrd16",-0.32269854765605,-0.147084797645152,-0.299360793899699,0.00728061694248877,0.305691424072977
"Vim",-0.504720415979995,0.231699026465253,0.310044513859159,-0.473866692831922,0.35427347633688
"A930004D18Rik",0.1260235446119,-0.141580424822386,-0.193752078624789,0.0920195190340007,0.386865293581264
"Skida1",0.0425950643792776,0.0612118029306281,-0.153375031311656,0.179350618158636,0.440636021756384
"Mllt10",-0.157160592969513,-0.0497010092035758,-0.0028393947838354,0.0559638479841498,0.202810702698066
"Mir7655",-0.127486801940881,-0.0713699412188073,-0.105079792242861,-0.111150320104418,0.251608102204272
"Commd3",-0.197714864453655,-0.142173987492399,-0.0790984639347452,0.154316379267234,0.313389540987731
"Bmi1",-0.255223736111625,-0.256190614399658,-0.118628287858786,0.189739571458694,0.415861687948198
"Pax8",0.115140524676698,-0.246302552327255,0.0112216393544631,-0.00733707154341932,0.208970377071822
"Arrdc1",-0.396987528291635,0.00209395861142835,-0.409910298906275,0.015494270869067,0.580200399153667
"Tubb4b",-0.111818258764311,-0.220766989703444,-0.165374189475178,0.191721272372326,0.352123131190807
"Tprn",-0.0723134357344419,-0.0799936707687142,-0.207835004655963,0.133091174141604,0.393877883028162
"Paxx",-0.451397061657201,0.0201577846744721,0.141934211493291,-0.0268482397954977,0.360544192914146
"C8g",-0.12149309009219,0.0766414453960675,0.0620367066206549,-0.176224724995632,0.314914052918829
"Traf2",-0.322916897002504,0.0436790091911697,-0.13071368031768,-0.0610043548141239,0.547656406101236
"Edf1",-0.0541422163704492,0.0487416566147941,-0.694660796951117,-0.169442980721851,0.49342144177981
"0610009E02Rik",-0.0261944132110458,-0.120842370973221,-0.145572340662404,0.0703775241527745,0.222326871780648
"Surf4",0.00132303438514665,-0.162096769401516,-0.0507968674339323,-0.0887967920887087,0.284727882922469
"Stkld1",-0.0581595407292034,0.0145178138175814,0.0517814744689345,-0.265580340607186,0.298940777064664
"Ralgds",-0.125346645855191,0.0261507860741439,0.141364209701769,-0.485219849758189,0.203663423944161
"Rapgef1",-0.0892405416781904,0.074093940938951,-0.20851458384473,0.0506953571151913,0.225891425181944
"Slc27a4",0.0854223008966076,0.00509967765068044,-0.404682112281326,0.188137409484633,0.302787514869936
"Odf2",0.201241120406038,-0.0626059528104888,-0.209680544880738,0.0123883119031554,0.302774145977626
"Set",-0.159955708909757,0.170889919218429,-0.0268529030456974,0.0866275135395065,0.385732922123892
"Dolpp1",0.0359416144764276,0.0839624100350723,-0.0872104269621414,0.290440619371567,0.272784372852758
"Crat",0.0499192495401526,-0.0594476327863578,0.104999084355775,-0.281092362455537,0.266896933609536
"Mir3089",0.0494472768974293,-0.0871280548062753,-0.315505419540827,0.193859453035108,0.25646437836675
"Asb6",0.0192928419619798,-0.142260539856623,0.0309800586144748,-0.119204207360594,0.35416839211327
"BC005624",-0.257478205969994,0.0399626691312103,0.147401950157847,-0.0075063222685841,0.362818905351565
"Exosc2",0.134937080972291,-0.268059276787423,-0.0360008896106784,0.126372484405769,0.411067499066581
"Aif1l",0.065179943741056,-0.0390113527745918,-0.611862861725937,0.290850845202415,0.233894665536256
"Gm23363",-0.0370684633919549,0.036845832986344,-0.270783068335594,0.288659785297598,0.4953778163092
"Ciz1",0.149714907034256,-0.0468966085475907,-0.273284833064399,-0.0570885531298431,0.314734488161045
"Dpm2",0.0246361325707549,-0.0814134219232202,-0.390574189409199,0.0932664232838389,0.531174343262683
"Cdk9",-0.204954520057689,-0.0842265140661823,-0.250445887447921,-0.235881542670092,0.417234956482478
"Mir2861",-0.255253375478511,-0.0700677265676368,-0.262815220538771,-0.351822482943504,0.442206339694486
"Mir3960",-0.255066734493477,-0.0694576972460732,-0.262670976727941,-0.352564338504784,0.441778272434046
"Sh2d3c",-0.0502644343684413,0.0954068340244441,-0.301139559776205,-0.0827717678302633,0.238647802167663
"Tor2a",-0.14078524539054,0.183895415384239,-0.22105669654261,-0.153998302449659,0.311595824232903
"Ttc16",-0.22241273703847,0.0502739561636497,-0.306044189802678,-0.143154840912033,0.267672960412133
"Snora65",-0.287065830045434,-0.125297456528104,-0.446114107603726,0.0265014803803326,0.350681599131686
"Hspa5",-0.375551145530311,0.0153343061348951,0.100429734165829,-0.0272634621995733,0.394681025376689
"Traf1",-0.55033142380512,0.133195570022852,-0.0349412323325591,-0.293130205205822,0.309862600808558
"Rab14",-0.00683247946698145,-0.127552518827816,0.0966509023343619,0.00270018212594527,0.256077196431914
"Zbtb6",-0.501434341693989,-0.0966308887071748,0.021449900637948,-0.0118021885895553,0.387027318104762
"Rpl35",-0.484909488983665,-0.241764257253587,-0.144766926072808,-0.156240664846469,0.396646367101533
"Zeb2os",-0.117500181638763,0.0415497388355759,0.11053439035208,0.169544371043016,0.236123040744188
"Cytip",-0.554677260345908,0.198681441029446,-0.0341064788832707,0.0887089610331512,0.579934998141908
"Gm13546",-0.595672699946769,0.136584941340999,0.0812546752813215,0.167672568712194,0.619830746521728
"Tanc1",0.0665083694562068,-0.00718463112604734,-0.463766224977059,0.147030365668543,0.200346373951371
"Cobll1",-0.080069511580382,-0.11779031981433,-0.425744874284789,0.145130995904354,0.390177672905241
"Ppig",-0.0304567018206148,-0.163403456130759,-0.132591771799379,0.213391337241447,0.635311408233026
"Sp3",-0.256314107456217,-0.13319336956364,-0.0386883671441764,-0.0210528176798832,0.269381768534049
"Gpr155",-0.278525014080751,0.0608969573478171,0.0475968262202601,-0.167365939673501,0.298806030158684
"Wipf1",-0.361198359812143,0.05542720917353,-0.0241233525939166,0.00985686601580144,0.218738701410107
"Hnrnpa3",0.0044378261243904,0.0451796961879304,-0.224947250317092,0.0547504199174853,0.293965264090456
"Nfe2l2",-0.199303301573309,0.0291070876034932,-0.18377208866074,0.140573366033622,0.296703105734423
"Fkbp7",-0.086961697351275,0.0997804739146548,-0.141973706928894,-0.105746756296334,0.405051498677412
"Dnajc10",-0.0811253640966269,0.279359094606146,-0.143089071297956,0.163379426133442,0.363055990378754
"Zc3h15",-0.0814338878170067,-0.0426860853888757,0.109368854574282,0.0594139275995954,0.239066846221636
"Zdhhc5",-0.398965032131913,-0.135335378681215,-0.327891582447463,0.270283284065936,0.357190837969447
"Ypel4",-0.11570695738479,-0.319703851124174,-0.139992694809741,-0.252118474894526,0.551391714657893
"Timm10",-0.762444777205536,0.010951516358703,-0.540434515025798,0.476523683682545,0.581204758695115
"Slc43a1",-0.361094587971757,0.131268058891979,-0.0807702580470628,-0.121755795045994,0.415445827536902
