"","C1","C2","C3","C4","C5","C6","C7","C8","C9"
"Ell2",0.693694775082409,0.0517953691243162,0.0528882749322444,0.102755541587709,-0.0863319928117957,-0.0532533661109292,-0.0576336422374921,0.067280167165307,0.166514182878468
"Glrx",0.861943754221566,-0.270097376696088,0.132519248822552,0.26538103531226,-0.0762994150760151,-0.100543171390326,-0.110502236769828,-0.00526964940804056,0.198548120105467
"Mef2c",0.528336976204747,-0.334919630556241,-0.0554204869533056,-0.00706784252464113,-0.130615455705053,-0.0237947852127275,-0.120497444454643,0.0190378658646061,-0.0647192548927683
"Rasa1",0.678068067942676,-0.261907676520129,0.049217717601593,0.00526080176157177,-0.0414921649261673,-0.0760468204830783,-0.0362131236299278,0.0327939004544864,0.156474244171666
"Serinc5",0.704638567403933,-0.121391568974388,0.185859887686797,-0.00868628230963353,-0.0416089701672731,-0.000477189649694901,-0.141950565373901,0.155005546400543,-0.0964775959194623
"Polk",0.540729553486926,0.151776933548069,-0.0124891791265137,-0.0940558216635536,0.0185565398284074,0.103380819850706,0.102760337568,0.0759984872692063,0.036459589285046
"Bdp1",0.487699313090675,-0.246720585983289,-0.093851687307991,-0.191448790489602,0.127575530787512,0.0606698280641926,-0.029743974218109,-0.0555700266126204,0.0421066877275947
"Naip2",0.71745041048083,-0.289862118787914,-0.0319734766691868,0.268345940934264,0.120553744331152,0.154967673592202,-0.246406701446204,0.122752112912407,-0.196418398227385
"Naip1",0.685437443281012,-0.487952961074185,0.0781001663012541,-0.0235342507490228,-0.0179843781064551,-0.110179711203186,-0.141373357166969,0.0617691607860517,-0.267873575173726
"Pik3r1",0.348766636597531,0.0377524255252004,-0.0668745179884784,0.0129142886929157,0.0799430265924599,0.177334786499493,-0.113240618715576,0.0178049589026538,-0.118903335160365
"Kif2a",0.664182712702537,-0.265329455782698,-0.176304944316871,-0.0263216781481608,0.141554199055562,0.00214745293284125,0.0892234280954299,0.0470812331812743,-0.0435690502850189
"3830408C21Rik",0.508352274956587,-0.190388964562221,-0.0861265483377721,0.0359118609867221,0.0640944909564741,0.151036118511286,-0.00881526454572483,-0.00673652319439935,0.0522073181335789
"Map3k1",0.342832303126338,0.32954927549247,-0.0425440174122246,-0.0796416317512723,0.190636574097012,0.0414463587582289,-0.208562074554644,0.0232288755095516,-0.0449102528166522
"Ankrd55",0.401512698594337,0.0484851387877232,0.0295583963743631,-0.0248826522196611,0.0418102864526732,-0.0286167502738409,0.0956758904607644,-0.0519996974643742,-0.00944412216568778
"Gzma",0.867627374786268,-0.313339854095688,-0.107611818449071,-0.0910563464243171,-0.00981972557064448,0.342114541185582,0.008478723569617,-0.0568247710026326,0.333360728106363
"Gzmk",1.05310356898156,-0.600596139251381,0.000611952297350768,0.266057603182337,-0.172120506878074,0.156852403529183,-0.182353141693264,0.0805225437509376,0.241936589715401
"Emb",0.671365525268617,-0.121271850342718,-0.0334169985221427,-0.0139867539591245,0.189864314345145,0.0783566700096195,-0.0539282437880672,-0.0881178324662135,-0.177723952279424
"AF067061",0.962045720229476,-0.146783349933734,0.17839133086492,-0.01859385181876,0.0198475467079854,0.265681248626561,0.0440320963438795,-0.212539068121432,-0.371210621677733
"BC147527",0.807323964464835,-0.312724390684991,-0.066000471960369,0.17080779548747,0.202969731392191,0.0638281202060726,0.375304297814305,0.18057763090851,0.0249106227168622
"Il3ra",1.18176023248936,0.269330962055415,0.148633571363301,0.382105606534789,-0.0695973988268857,-0.0635088037629766,-0.20620643354751,-0.0590526749596046,-0.0763887703017562
"Slc4a7",0.502669601088292,-0.379266787102271,0.0416648431568281,-0.0738360904212576,0.0158451273562118,0.12255778484786,-0.232961193803437,-0.0136075687948843,0.0656440055834015
"Gng2",0.701831164684917,-0.318382624335896,-0.0503465528939269,-0.0383551630371511,0.106975530952591,0.148868901503164,-0.278334776508749,-0.0766236273599858,-0.123922367943214
"Fam149b",0.799263497245688,0.32671871566151,-0.0216304964345641,0.0479473849360005,-0.0902959504605168,-0.0999741963082298,0.153387685851264,-0.00654692092682637,0.224604674809149
"Dnajc9",0.499681808431961,-0.426324620687945,0.0416467159433684,0.0262004527873396,-0.111672719063504,-0.00971265884037359,0.164796116765035,0.00724287429285464,-0.144830022988062
"Sec24c",0.449147378532936,0.21854068040045,0.142454081066564,-0.0677559994060035,0.123647961055563,-0.0310567871070847,0.106641837910006,-0.10737096085213,-0.00311331324613615
"Ap3m1",0.519494013303896,0.124773879503193,0.00291617648924353,0.0520106220589554,-0.287344043340171,-0.0314877385930646,0.101559189066481,0.0844607837462824,-0.106583501094152
"Gm45915",0.471546236170193,-0.0426873102259459,-0.0545333028455237,-0.00945014568495285,0.000727628679198,0.205617912425416,-0.172125823659119,0.00268650914355624,-0.0670345559537307
"Ppif",0.49869044740228,-0.0381689006916818,-0.0276465093126502,-0.0120499251848662,0.196313180503698,0.20710210413183,-0.0234731417556057,-0.012128528909512,-0.0600711796015042
"Cacna1d",0.24008564670723,-0.126281510004535,-0.0025680829459696,-0.0421626613407857,0.1659172305879,-0.0012552361989118,-0.163235438965518,-0.00369993061454324,-0.0147486596150145
"Snord19",0.477582389317543,0.0986569321286101,0.0465967849986005,0.0601330003270573,-0.226275419590508,-0.0441372934626878,0.111632289838676,0.0635723943831683,-0.197401078172169
"Smim4",0.324722935036448,0.304088268077481,0.150173820073045,-0.0681839957069681,-0.106030817215039,-0.0644846176281589,-0.0914922215270533,0.0848866326760747,-0.0362790126722834
"Btd",0.313617948702178,0.162209417429589,0.012959480414463,-0.0655792558317641,-0.0418488763269312,-0.0891397435251135,0.0606821217090713,-0.00411116379072856,0.0317065636165424
"Ankrd28",0.270160556362511,-0.0654255462675354,0.0505286015944267,-0.146807145448546,0.052998620528494,-0.107564764647977,-0.00949247013594767,-0.0744302670427942,0.0114488719921326
"Wdfy4",0.283222423449711,0.0220551168567725,0.0736402774406142,0.0553977532771774,-0.0254610503538518,0.0954955536957889,-0.165589299601675,0.174076849314608,0.0209154193501903
"Wapl",0.471238813420446,0.305871449736889,0.0691243960085939,-0.0514174403949918,0.124569598922411,-0.0843659466378055,0.0413155238103816,0.0823520007331281,0.113203596277174
"Tspan14",0.491914845114051,0.174670032439199,0.107722339145069,-0.0367208339315816,-0.00302270555387629,0.0247133288398131,0.0480545154311248,-0.066161423578909,-0.0892556611449185
"Ptger2",0.779450328029779,-0.354903152105576,0.122036986660039,-0.0929279204229218,0.150319317349185,0.0396555410090171,-0.172780457870021,-0.153958517807118,-0.00630675160915635
"Txndc16",0.412723726844909,-0.357987804011626,0.0226338687027668,0.0907878573201457,0.152128151661192,-0.0184405669347085,-0.0386551935633628,-0.175441511154198,-0.115348330896807
"Ktn1",0.31413478719148,-0.16954497242066,0.0267718097440405,0.113405171725437,-0.014055725722271,-0.0330805473651225,0.00695440210726699,0.104313182210061,0.169895924777019
"Rnase6",0.912716002961998,-0.0585782440897056,0.114093471548206,0.0855654805004013,0.114459779002311,-0.401113471888917,-0.280902200481183,-0.148988836797701,-0.521235624738344
"Zfp219",0.347037801655102,0.136970576010668,0.0259931277417345,0.0980492154577032,0.0431102293666834,-0.0745511727811251,-0.0117174716513625,-0.0375001426175694,0.0496690795283964
"Dad1",0.749647310865269,0.180095489464512,0.0594206165691911,0.0039843754085279,0.0873643871749823,0.00318045903810131,-0.045662652436329,0.0296224240792174,0.0399635185767791
"Abhd4",0.584648548738331,0.268464319137033,0.0887563945620927,-0.233227187931389,0.0153743080919248,-0.040730155813965,0.0332436359804913,-0.0496988626407349,0.156972095522058
"Prmt5",0.532327495527247,0.0998125915156972,-0.0142318150697927,0.066621045723138,0.184172804580541,-0.0520222810178353,-0.0192474380680198,-0.0023977595604275,-0.149953066860402
"Pabpn1",0.50495616306134,0.239153714892406,-0.0258187724751483,0.059224559305826,-0.0759377412046573,-0.0455404235873963,-0.111523945777726,0.0314495681998493,-0.0147692810242201
"Dcaf11",0.451708937854801,0.0165273882407349,0.0378390010017928,0.00171218729644367,0.106676864054864,-0.0605870581007096,-0.122096426250329,-0.0296814526181705,0.0250658880563027
"Emc9",0.452095889883092,0.125783814034506,-0.0272108786048865,0.039588853764708,0.0673019806727703,0.0658792046216273,-0.0846450088464583,0.121764244471758,-0.0087403218604863
"Rnf31",0.427153967790369,0.0904888227683691,0.0393543807693748,0.129875130661676,0.0169515755407127,0.122341708296391,-0.142480656111303,0.0520295350680192,-0.0828116484808645
"Psme2",0.469743611912877,-0.0877456123931519,0.0185214849817786,0.134672540218861,-0.0465557177787435,0.140064692827674,0.00269828820347344,0.12223228456999,-0.105889381184936
"Cbln3",0.525465360776956,-0.121922055486335,0.17862335401761,0.175673305755947,0.0860987434325273,-0.173959624793182,-0.0657169946420998,-0.0198989818955061,-0.107887500629946
"Khnyn",0.441792137501277,-0.101087465944918,0.147896616824578,0.173321067615755,0.0513200312152507,-0.132628535954485,-0.0184522970112022,-0.0880601819763814,-0.189733527631111
"Mphosph8",0.708929772332634,0.0101499061908823,-0.0657399378274863,0.006019567699757,0.0867692238113466,0.115496562065153,0.0257509083152881,0.0699317176745922,-0.308581357122288
"Dleu2",0.285504640727135,0.21507959736513,0.000477325299675216,-0.00175671345491758,-0.182759227640953,0.0336295729515213,-0.0258824588765015,0.101688444331865,0.0748127313886385
"Mir15a",0.398602267097464,0.018988523907219,-0.0587747286307275,0.00983562937703357,-0.115920627366543,0.112054577977189,-0.000101945512470282,0.0936741779727679,0.0649547065710504
"Ints6",0.398848095442632,0.047008289328646,-0.0113401610150988,-0.127695162409235,0.0162731686282644,-0.0266841420610968,-0.142026155639487,-0.0178523433713964,0.177561491195417
"4931440J10Rik",0.367991986424595,0.0828133297176164,0.0579907923198871,-0.104562205738326,-0.0273869367572094,-0.11950580007887,-0.0364433301895383,-0.0727368933641713,0.114964442039694
"Ctsb",0.439438496041372,0.144464318340536,0.0119782571232431,0.019427545840172,-0.0196856652060633,-0.0408877665334039,-0.092738385230677,0.0113381864427104,0.123750419436309
"Blk",0.471175545578555,-0.509956773569752,0.112462612254219,0.128538361235328,-0.0850613995538106,-0.062834331965794,0.0347755122303835,-0.0698228517046239,0.159228219598933
"Ptk2b",0.538922344869463,-0.0415676668076283,0.155415144907161,0.0320799251636769,-0.11082019784724,-0.0139999212758785,0.183813639811914,-0.0112939114985568,0.0509430736480493
"Gm5464",0.66951554974699,0.188890670670535,-0.015479679292949,0.0164737360118602,0.466794987897673,-0.0255609780624127,-0.4588488540167,0.171768847626527,-0.0638697342786759
"Cdca2",0.353031440457812,-0.213094962978352,-0.0245841958195296,0.0304137028432138,0.00614777619714072,-0.216255793306165,0.0373646747999443,-0.124717908223588,0.141729869217866
"Kctd9",0.461663350652064,-0.273526659460814,0.0152518014736793,0.0776610751540885,-0.02241374615843,-0.264028925124231,-0.0436786742144562,-0.0357264154786371,0.0965759519838155
"Pebp4",0.240271599030817,-0.064493910497957,-0.0182302760622703,0.0128845792305778,-0.0375152111564051,-0.0310343976758897,-0.145791357231038,0.115224650167298,0.0491804525478318
"Egr3",0.631874395740481,-0.163945043723478,-0.17304771339037,0.16144588169271,-0.278438545484561,0.218034922794054,-0.255951981764067,0.0297562972754087,-0.000241427430743077
"Ppp3cc",0.836094939020688,-0.165382892788207,-0.0314978806570689,-0.053085338177378,-0.132736364703365,0.0557747768041912,-0.0523858791240877,-0.0665553127791506,-0.0611372420696063
"Dok2",0.539926369662109,-0.0306467661405286,0.106771456678515,0.164176697370842,0.23552854311505,0.190808733811176,-0.365424492942992,0.209158086617172,-0.214814619721727
"Fndc3a",0.253142203231577,0.0124027207461057,0.116901589412821,0.00615804471559789,-0.174576939263831,-0.0214631332593623,0.127164482252792,0.00113631951374239,0.0142110040912531
"Cysltr2",0.574992193601935,-0.0480304681923437,0.0571442289351798,0.107451440266427,0.0348500695304419,-0.0404517308002409,-0.01532248016388,0.0160257072840108,0.145062045325121
"Rcbtb2",0.399483946973871,-0.0601550204041284,0.0149531212457698,-0.132816806065672,-0.152709885142075,0.00436242952830293,0.10091703085307,-0.076394399010181,0.0204354574010116
"Lrch1",0.443563406415472,-0.255060779903866,-0.128702741881411,-0.104514030438758,-0.011370853789057,0.224062934398929,-0.143917389168372,-0.0349556599486886,-0.175229407167316
"Rubcnl",1.17398196742342,-0.339060995864193,0.152611999649857,0.00888765492565939,0.150655161334711,0.263274172748308,-0.135483455226895,-0.0315261073132515,-0.0856936541221891
"Lcp1",1.06253345657654,-0.250311972197022,-0.00615966228233026,-0.000952517934129389,-0.264040723148503,-0.0859747103558598,0.0038734181064526,-0.0194663598077429,-0.252604703149571
"Tpt1",0.341693889777068,0.0909854039053275,-0.0650676635089166,0.00581003678395953,0.124148765417388,0.0761646476457591,-0.029627258179688,-0.14761883771138,-0.0125265672888238
"Gm4285",0.554686461411,-0.0805843928276171,-0.127747916965876,-0.108566169714165,0.123474014247417,0.265231907847287,-0.109289605349669,-0.213339656520345,-0.0427612263941313
"Snora31",0.414901417469434,-0.0284221446444688,-0.121283789127284,-0.0655357026007587,0.128992498315559,0.209968804625413,-0.0957502733644886,-0.154966846565753,-0.0252317839029645
"Nufip1",0.368031078547593,-0.0626021384580101,-0.0263635578523877,0.0411628658160985,0.0656106093980531,-0.0354652603454216,0.0914242507038279,0.0289460456632294,0.0520938501948603
"Rgcc",0.580686526100271,0.100843037271796,0.0265795861063929,-0.111144105710037,0.256720601642663,0.141946518408637,-0.106177743752264,0.0429190095312438,-0.0896217300674568
"Elf1",0.541316210625297,0.199881550692071,0.0158012447583833,-0.0126600766929478,0.0173682967835557,0.116539157703864,-0.154225031787567,0.0281291615303986,-0.161829650622753
"Diaph3",0.252601778589067,-0.189388086891336,0.0386462550822853,0.00372744849330569,0.0581653460735527,0.114258792023693,-0.0472922546130336,0.0306093370918548,0.000443275674081897
"Dis3",0.950097170622045,0.00545734323257427,-0.0335949028474259,-0.0788052214501069,0.0673259780188037,0.0719729087057697,-0.207630581370931,-0.123639564037872,-0.126509163391319
"4933432I03Rik",0.591397900042414,0.134255158304995,0.222378878117247,0.110265228667809,0.181684870405457,0.0776243208991446,-0.213421204286901,0.0689905704253366,0.166888192683918
"Scel",0.412147292425157,-0.254456941163397,0.0905975893273387,-0.206129729880207,0.0178221471189319,0.0378106450364272,-0.0571796990729845,-0.0572999578223389,-0.110622445644444
"Slain1",0.804666430131351,-0.023208938234835,0.0882653844364357,-0.110164425531123,0.274568828320831,-0.0185565009737682,-0.0947983679754991,-0.10250380109208,-0.0910680037455962
"Mir18",0.643335563619226,0.389932672441854,0.195260465457049,0.371497383587582,-0.0821499022861567,-0.0767119053149288,0.276021028666654,-0.182129970687773,-0.351143179603887
"Mir19a",0.639896893934906,0.387205528264171,0.185945409887339,0.367504848128965,-0.0738228136522067,-0.0809117608504279,0.275266682185922,-0.187129835256445,-0.365793540195046
"Mir20a",0.639716988862596,0.386273664774609,0.185766652640423,0.366773515674728,-0.0725337442290142,-0.081573669850394,0.275197634233629,-0.186238602373836,-0.366903167536683
"Mir17hg",0.547362135893162,0.206614987498974,0.124160325167533,0.283093500000787,-0.101560434892486,-0.1234473889055,0.266587978558078,-0.183157339252139,-0.258361523800928
"Stk24",0.272383216631552,0.0744280056486981,0.0635046604774552,-0.114307878521671,0.164561777212931,-0.0906739592264337,-0.139603577929585,-0.0440792508224196,-0.14884382356162
"Ubac2",0.754337885182384,0.177228010059537,0.15534798876325,0.0960073419315016,-0.00435312942114708,-0.0400131380251187,0.0159996120826524,-0.0209786866998916,-0.0430806460084964
"1810041H14Rik",0.596654876506682,0.131631336446136,0.105578352394704,0.214787019286932,0.113765892433023,0.060367092345845,0.0654744888031117,0.0530059614246611,-0.00382216344974149
"Gpr18",0.77744589846074,0.342272541476106,0.231007194576131,0.0828583257305353,-0.048804382324172,-0.133201983443174,0.109124793532433,-0.115552038405893,-0.0228273976384645
"Gpr183",0.951036308987506,-0.0406373556330792,0.0879447577187768,0.0704082894994163,0.043452318361556,0.0959266885432628,0.0357339306524383,-0.00958717347574671,-0.23587355193213
"Timm8a2",0.583155148573058,-0.00025151149356077,0.055557411988684,-0.0356445223912175,0.0438533972989704,0.104764031014616,-0.0351613848261962,0.00819887635843171,0.0241869030250817
"Tm9sf2",0.389839322113249,0.361118211420139,0.0433215617158259,-0.0397779991339557,-0.130622383828024,-0.012033357977412,-0.104205205393629,-0.103662080291917,0.125948252592424
"Card6",0.905669148536416,-0.459291868063999,0.244667576118928,-0.00577559410553504,0.0577961429582099,0.215108276265705,-0.0583392949408711,-0.00583891428815001,0.119582532473685
"Rpl37",0.608992689410342,-0.0242513236269005,0.0218783298615084,-0.123192819845185,0.0387156883015507,0.186658821255961,0.227870014891469,0.14295363895828,0.0238824683772253
"Snord72",0.625479190726293,0.0246567743129504,0.0725659987500882,-0.0850101179479001,0.032772685423164,0.140258980802813,0.129225634469113,0.0784847767617268,-0.0345932527709657
"Ptger4",0.852172824648236,0.0529834159462981,0.0867548807114329,-0.00564147019709775,0.126256567667218,0.0712511239278057,-0.371786299316796,0.0307981882151017,-0.0645471399239948
"5430437J10Rik",0.614706031219448,-0.406303874899163,-0.0951550521631579,0.00594303644323407,-0.119226259345455,0.420300331636878,-0.222714986794278,0.0128435012526398,-0.155564407500702
"Fyb",1.0888040886996,-0.0845047067389231,0.0972349321264077,0.0613654464199297,-0.0356167913674205,0.144227587495287,-0.162808329048643,-0.119790879689619,-0.180159799883903
"LOC102632231",0.710043566846317,-0.00350586659560881,0.128037909270273,0.0816668648663064,0.160460322281472,0.162872444854089,-0.279321124030478,-0.106202714763041,-0.211375203991012
"Slc1a3",0.489218257167445,-0.281273816962712,0.0300752345682417,-0.135892731127951,0.246827658078964,0.0788247041508894,-0.0380108392786006,-0.0761564118200933,-0.170610228687567
"Il7r",1.17525811854566,-0.504808991185708,0.226887572295176,0.109267279636032,0.086496496568264,0.142301473259671,-0.038054627554698,0.139987342731702,-0.0992493409475617
"Spef2",0.980179599839484,-0.476205172517866,0.00944778550592651,0.0824435668703457,0.0302042706496632,-0.0636967148459278,0.0386604852253335,-0.0149065792904223,-0.0206791974459114
"Sub1",0.810085179335773,-0.068170949496664,0.142591657794249,-0.192455838050489,0.0461672129567567,-0.053814930079259,-0.0153081713708016,-0.13166889516829,-0.182537140246987
"Zfr",0.654732241130722,0.126869523015153,0.0637022310176488,0.0184326167163215,-0.0226691719451287,9.3747116955858e-05,-0.0856437805625197,-0.0134995229711616,0.18043295945441
"Basp1",0.484857168544951,-0.247317156247146,-0.0145086278076152,0.144538298482613,0.0962735060769742,0.285298739584938,-0.229792204335634,0.0441595038218252,-0.0180781038676445
"Ank",0.367902474722242,-0.281388951660347,0.0444714700053945,-0.0187416007933516,-0.0855048131511682,0.0368121769785144,0.124588896261865,0.0125410264388189,-0.0201451662725555
"Mir7117",0.96752242647406,-0.157598095184832,0.125458707444947,0.0845978844241005,-0.0713258563789931,-0.0208585598469579,0.323725430643749,0.147567594532249,-0.044825960815559
"Otulin",0.732899609441644,-0.0216640587318119,0.107229428405298,0.0998171206130032,-0.132608680702897,-0.163684081209221,-0.113872116661999,0.101554474230521,0.0367902715786677
"Otulinl",0.667002533501809,-0.142879288105124,0.0588655498548843,0.0772924358231304,0.203030933683564,0.155505972532757,-0.117430163886616,-0.15541166995896,0.00403009826053113
"Mtdh",0.433933511140014,-0.0797386759651576,0.0130402186757693,-0.0600991093012527,-0.0197004301278494,-0.128758637967562,0.0384402553922723,0.0409480159129301,-0.00775697721178909
"Odf1",0.283333859565306,-0.183310768948167,-0.0254165117992261,-0.061064819411073,0.0294680160066675,-0.112435544064056,0.0434149667378292,-0.0686548120487095,-0.0540337052236423
"Dcaf13",0.481749465043493,-0.0455914064223502,0.116538785864018,0.0855389588296912,-0.0699622360104367,-0.157073972009514,-0.214392669269046,0.0829904097851227,0.026306652296854
"Eif3h",0.473198738635949,-0.331498074833741,0.0323014883792244,0.0239843621796829,-0.0210320468868895,-0.0120919796095288,-0.0881455876762545,-0.0322142847425603,-0.169219459499984
"Wdyhv1",0.628094453680383,0.0983378883604204,-0.0517595548773287,0.170872288864955,-0.192742226050265,0.0301456589162259,-0.385505710477245,-0.0863180335244758,-0.239400134684988
"Trib1",0.406860917321882,0.10246624307172,0.00784116966665821,0.0222477083290902,0.209982708683026,-0.0244400895543196,0.051109875029831,0.0369344780500018,-0.207204787220646
"Gm19510",0.488490461456256,-0.180490628868134,-0.0170579035555012,0.0947347298394987,0.0917232261835448,0.17501135068038,-0.0910302161387831,0.0339421302582823,-0.164374615095412
"Pvt1",0.451247862365982,0.0919477180250921,0.0529986556125763,-0.0124507073867605,-0.053515378775271,-0.0601942097452358,-0.0122577669568404,0.0261416486822048,0.030577573353098
"H2afy3",0.525457485766122,0.421651868960341,-0.00147887241530717,-0.125140288579431,0.0557457685950648,-0.355905040997979,0.105114059067501,0.0558763228416617,0.175973187183527
"Fam49b",0.665098664383263,-0.0491130691544705,-0.0237206885924223,0.0462689629734006,0.0888443141329589,-0.0673344192084562,-0.311737650617489,-0.0474165327948076,-0.12671487603429
"Asap1",0.26069859675787,-0.0514222453731195,-0.10272194500309,0.062855012118319,-0.134756974547356,0.0537498045661459,-0.130889451787203,-0.03006626591676,0.0388518544294138
"Tmem71",0.712802802779239,-0.462623734621387,-0.0870621765664586,0.0612774500119154,-0.121939937911124,0.251626307645822,-0.139292999185416,-0.150506581930385,-0.164799855589775
"Tg",0.928716230986064,-0.373554496063539,-0.0437186767862133,-0.0843004093418593,-0.13790317486308,0.14239338949502,0.0449338707127768,-0.00214309206837814,-0.0253582482755265
"Sla",1.18875461969363,-0.61926678723101,-0.0270185640202507,-0.0727872340837012,-0.218845232340269,0.2703438501689,0.152557287865532,0.0151890375686747,0.0284876102255678
"St3gal1",0.444856730893654,0.267376141219599,0.0359879698717147,0.108814763208135,-0.0574329396146801,0.248638949122527,-0.0862877406764551,0.0238366908996794,-0.0026911688245256
"1700012I11Rik",0.57981797945311,-0.422299605897324,0.029999136050952,0.0203592204430267,-0.0244530788326255,0.0112469104940297,-0.207302546049175,0.0691223356364206,0.0751271449492412
"Ago2",0.692967505810199,0.153666533816802,0.105802046769386,-0.0478641274508163,-0.142393522944041,0.0570062394548201,0.0692084646164546,-0.0180953274192329,-0.0746960809851036
"Ptp4a3",0.664446234856377,0.208735965824721,0.0446940609337794,-0.136414337822943,0.00790523606370044,0.165090371580815,-0.0780869630964541,-0.0706542600056958,-0.0839517864327254
"Lynx1",0.594998114077501,-0.0377470491706565,-0.0174353227143329,-0.154105557803078,0.149154360658473,0.0878982104519651,-0.186417200854644,0.117260850911642,-0.146168722118299
"Ly6d",1.11653752622339,-0.526916352427832,0.0857066391648239,-0.214487873890169,0.00850961021326965,0.274811453856095,0.551407996252802,0.119059378208958,-0.316080010589801
"2010109I03Rik",0.692290230365039,-0.0684710122876419,0.0604413743922642,0.0794234158743186,0.107061784540844,0.0587807699269834,-0.181368858981514,0.0661455842241963,-0.124746461685893
"Ly6e",0.854303637014995,0.0386145835680509,0.0798084884295559,0.0907808066693088,0.0683225424509571,0.126129066544465,-0.223935329390743,0.0640701356315071,-0.121047296692859
"Ly6c2",0.833540322775608,-0.594535716964304,-0.0794764459589846,0.0240541175571451,-0.135545091815463,0.426632389912959,0.128868908122249,0.0423408212385219,0.0665063312312987
"Puf60",0.426747800858995,-0.00410838006045508,-0.119256870636826,-0.0282181852916116,0.057868382278575,0.264592961756102,-0.00534646883182379,0.0494205137940447,-0.122548279298668
"Maf1",0.481548834058446,0.116745960534187,-0.0142810304855386,0.0638920854682987,0.0283570585059348,-0.138017153724,-0.108518907814271,-0.0934434859983488,-0.100885022858652
"Slc39a4",0.761042660697898,0.0614013415183054,-0.0029178839511747,-0.120880478051028,0.0319024175951615,-0.222312459087664,-0.0968726176762716,-0.195503988287253,0.035741532920799
"Mfsd3",0.4699694357565,0.116096639174214,0.0330511120909927,-0.206579275375461,0.0481186591895532,-0.134412212646462,0.235922606861029,-0.0475534244929106,0.0261525791750028
"Myh9",0.247265408693484,-0.0307366035433205,-0.0356146696961819,-0.000584062669435224,0.0267076280223587,0.112239452461115,-0.077002796488899,-0.0656967030739551,-0.081098709806089
"Ncf4",0.792261531065425,-0.318135834311171,0.12594825237302,0.0839140458454154,-0.0219855957144395,0.473308103693446,-0.282394606773024,0.0146306639592777,0.218287483227105
"Tmprss6",0.610010608698464,-0.0166398633328787,0.0172814927721995,0.00463819398988175,-0.127214807360094,0.0189001685308928,0.100907756595765,-0.233724716319046,0.0138526650149603
"Il2rb",1.12983846621716,-0.363331615033872,0.158357558284578,-0.171767401345458,-0.104791957190417,0.202944358005823,-0.245205920085425,-0.144195866386612,0.00249412411439757
"C1qtnf6",0.44141385424318,-0.0868010379155276,0.108349854826763,-0.0762611798956818,-0.164828010990435,-0.0248532392317929,-0.091446109411812,-0.129028422206081,-0.082218710144014
"Rac2",1.27323053332154,-0.389419704126067,-0.122431707415353,-0.0724050782107521,-0.00166218942581054,0.47661132362633,-0.143554399092964,-0.0058922505014305,-0.0345960609178434
"Gm36738",1.33489659955376,0.0409478375845726,-0.0397763854159458,0.0702602651397526,0.111633129830465,0.2278845378636,-0.313615883044192,-0.094164430794672,-0.404557582418604
"Cyth4",1.01899804980003,0.0151372044153714,-0.00522937088457025,0.0649141554050759,0.00694048584855834,0.347893725079011,-0.155512182831264,-0.083244602298662,-0.0778681049223887
"Lgals1",0.515868449396775,0.135132541615782,0.0601645970352973,-0.247980751929724,-0.180731325978728,0.404475098565719,-0.0151029001372987,-0.0596140874612971,-0.291115910068585
"Grap2",0.664470552433309,-0.503435398839872,-0.0102766891331466,-0.258367823479115,0.0732232214058086,0.12712954143268,0.031411307927992,-0.1875218009807,-0.0687562584215392
"Tnrc6b",0.347862200390429,0.080036948492746,-0.0512890687124933,-0.144905173497267,0.0784758009151136,0.1971698299209,-0.092052041702683,-0.0568950602817272,-0.0572857217591371
"Ep300",0.292571559977209,0.00531398039210055,-0.107344446570508,0.0148837805187742,0.08633041690657,0.0285630273269606,-0.0409891588608679,-0.0985917332451303,0.0281306890454395
"Polr3h",0.550062210116439,0.0632370737406358,0.0735619736956777,-0.328701291774525,0.126309884693988,-0.0329197190723064,0.16161816865908,-0.0517768543175254,-0.104829453938675
"Ccdc134",0.531625976810806,-0.408603014410221,-0.00786695479523634,-0.0621913660870447,0.191617630723385,-0.163058228114338,-0.181967052916853,-0.101193682391707,-0.201822340569676
"Srebf2",0.377221457178175,-0.0931298635486862,-0.0386393852836363,-0.0435222109746503,-0.129525041985397,-0.0562392025327621,0.0539324174114647,-0.0410455638760302,0.00631304865567044
"Tnfrsf13c",1.05097033915466,-0.488486002849388,0.0570576205850397,-0.0679637946199007,0.0920060847314973,0.0700360695855643,-0.242646486588671,-0.0490486784976454,-0.00534358134890005
"Cenpm",0.674393832748009,0.0735409529514902,0.171595195345638,-0.134221797935416,0.114537386099976,-0.204915516094471,0.0906006858155821,0.119133030513115,-0.109256322545174
"Tspo",0.609239636330209,0.174126807725138,-0.012108208687388,-0.0187241155819495,0.0953988197530646,0.0952010390889826,0.140934259810916,-0.0548852004181174,-0.0933472561975294
"Parvg",0.505653666937364,0.248984516088417,-0.0371294840563867,-0.0430703006290981,-0.0532645445569879,0.194283530137839,-0.309055802231944,0.0653305124214337,-0.115763288558052
"Fam118a",0.43509762600169,-0.342215619106226,0.0546086530307722,0.100224120117512,-0.242959512405344,-0.136291190591267,0.0361438926510821,-0.132158691894889,-0.030904031685755
"Alg12",0.575495776005551,0.0398358696033583,0.0483485562773825,0.00770703767808102,-0.0285181593551014,-0.0592866232033394,0.241939064559842,-0.00479881861395172,0.113586688252583
"Mapk12",0.611450999136989,-0.127246710775513,-0.0765834745981847,-0.176267268411267,-0.00822155762409971,0.159146778318538,-0.066372667606613,0.124577939372153,-0.159875870977965
