"","C1","C2","C3","C4","C5","C6","C7","C8","C9"
"Zap70",0.523745270896385,-0.393778918665079,0.0413103486859689,0.0277682917620796,0.13582364290711,0.133461211463651,-0.0243832581486753,0.0188314444970951,0.00725236457943167
"Coa5",0.533994639120457,0.356800346914787,0.107053733436152,-0.0125352489856222,0.0218456387196807,0.290476223472845,-0.258916295251582,0.0335536355048811,-0.131038481079505
"Mgat4a",0.308089826413229,-0.1240159131569,0.0357427010057931,-0.164065453175026,0.143480907398735,-0.000146100776032681,-0.0466548790801567,-0.0612563816010925,-0.118852288806523
"4930594C11Rik",0.396525958340591,-0.131124132764634,0.0590746946222917,-0.202451741942646,0.188015916806804,0.0703340918124746,-0.136868874965168,-0.177016841945592,-0.155388527610156
"Rev1",0.344704636686762,-0.462922856931658,-0.0112590718386088,0.0240347413728164,-0.0821729332153649,0.0931887078063126,-0.0483146095381383,0.16612736266713,0.0350513682143531
"1700066B17Rik",0.486115514564563,-0.0609384445240171,0.0350322583708511,0.0802096994890778,-0.148235322704515,0.387505440851166,-0.447137724647129,-0.0208129225936009,0.0495211210274606
"Il1rl1",0.726311790881587,-0.200083380089385,-0.0153814471955933,-0.0930134007178608,0.282253389634385,-0.00653287888640736,-0.190417133343095,0.210035681232069,-0.0925193618243965
"Il18r1",1.23448593075515,-0.275876508332622,-0.000184607867056034,-0.0290096481801899,-0.151214584503592,0.0079728801680264,0.00314449664675527,0.267776826903301,0.0599873976583766
"Nck2",0.760859906066237,0.101199365528813,-0.0378644135591183,0.0603235081341161,-0.116257344152044,0.064194319812363,-0.0925767745896623,0.0294957344204659,0.00254067750311658
"Kdelc1",0.696458287545446,-0.112270397080203,0.191992524642448,-0.0413990161817306,0.0353449328787726,-0.523008071878089,0.110555457314602,0.0471922590897866,0.0200014232549209
"Bivm",0.640205802928463,-0.191885308019849,0.0709942263156588,-0.0201762622304908,0.128473639122667,-0.276345866281635,0.115864325067854,-0.0217261297948045,0.0815811784927622
"Stat4",0.528596531994041,-0.247737049104466,-0.0410645005998415,-0.012187291060311,-0.086622865415541,0.0561398419208069,0.140100231034314,0.00551865616245715,0.107914856830683
"Stat1",0.444610175693307,0.281941997760526,0.149770179004145,0.103446001860575,-0.0722345917457137,-0.0220173332125995,0.128399640183094,0.024807803485594,0.0616901186723636
"Nab1",0.424096253251286,0.0893694692349091,0.033507070874087,0.0332488005225581,-0.0213329762064674,0.160942459026378,0.246001182356001,-0.0303111762332735,-0.219888261389144
"Stk17b",1.13105733668726,-0.101375731661261,0.0163742591533433,-0.150763710825079,-0.0119117515364501,-0.0697867982329681,-0.0942401577337801,-0.162667170694439,-0.263569082011142
"Hecw2",0.291148226907968,-0.279453752443313,-0.0903285205443213,0.0150977842937494,0.019112455891861,0.0758060144461334,0.04389135111876,0.00322172873058089,-0.0129106174130239
"Mir7681",0.806010869498967,-0.320062124376297,-0.0219953858784173,0.149389108386214,-0.0823509678241713,-0.000797707181879342,-0.122018784177352,0.0415786328501173,0.014169733821394
"Rftn2",0.458808555534664,0.0082861662118237,-0.00159337097801484,-0.0424059218943312,0.0302481770116283,-0.0514918833067375,0.159362114232713,-0.0697103351052256,0.18302757107614
"Casp8",0.441029020139443,0.108869752203874,0.0936580666043181,0.091115717261497,-0.154927213421258,0.287001993082548,0.0485028673891125,0.0131286548640751,0.0221383964894688
"Cd28",0.967317037908265,-0.501414417605773,0.00751882250919638,-0.152832396247669,0.0550979018734602,0.0967572634062333,-0.107847561823484,0.0519538297603208,-0.196910228144409
"Ctla4",1.38861076695518,-0.530832189421869,-0.0182183648159795,-0.112094537499638,0.11829246618707,0.194577526234984,-0.253934336219006,-0.0990186444134275,-0.182933949151645
"Icos",0.977940378157117,-0.462962626819168,-0.0403141766548654,0.0761097826741942,0.0838527019544448,0.151326504105425,-0.238647433992412,-0.152034748381301,-0.342420856561728
"Creb1",0.570022949975275,0.00375206921991565,-0.048122979227936,0.015657707845536,0.0437031302346478,-0.0493974102462493,-0.0211459038785334,0.0869443259452951,-0.0369668139945592
"Mettl21a",0.691818523285285,-0.0163852171968663,-0.0463981646329032,0.323880736643381,0.122759097320944,0.027499764837856,-0.0528290110533096,-0.0391722040053602,-0.0021320446604572
"Bard1",0.489272752428133,-0.129501686176579,0.0621433568254111,0.000807027521523161,-0.263169597018951,-0.256449932158134,-0.171951381996155,0.113220549546205,-0.00833241213814029
"Mreg",0.528195113436786,-0.340330827973689,0.111215328569405,0.0400632320249106,-0.0569935458230812,0.105735344027884,-0.00817863850087594,-0.0401490188313297,-0.00970014733095654
"D230017M19Rik",0.662193278657981,0.422940586120645,0.269415522991967,0.046009171427462,0.123931271209891,-0.380901893327748,-0.00981421555554402,-0.103118967741991,0.0531469192281152
"Arpc2",0.679717608401783,0.0142708951368504,0.0402341309655752,0.0586116683593713,-0.0292521816893349,0.199181608818925,0.0613126057531452,-0.0488263115601825,0.0641593698127687
"Wnt10a",0.728828438293991,-0.150631456504889,-0.0216595468759041,-0.0683566087239361,0.264731354479931,0.053353337658599,-0.142507085619173,-0.109495671655024,0.119548514136721
"Wdfy1",0.513046926353071,0.328141692508026,0.0882614142908102,0.228344023178145,-0.194782724818845,-0.0688416857123995,-0.0659301436003115,0.10726928581726,0.210158688996345
"Dock10",0.700101835457805,-0.249778465667284,-0.0252690290379619,-0.06636281259868,0.0529043718217161,0.124092627005151,-0.05207177819642,0.0323008886363486,-0.038907447635555
"Agfg1",0.427150827887876,-0.0174437186262958,-0.00274123302566008,-0.151729392734204,-0.0499376569744466,-0.0975927011381377,0.136785629902728,0.0231326911009167,-0.119415816741495
"Sp100",1.01843263550119,-0.341463296384614,-0.00970453276374849,-0.00973465624815903,-0.110784985176085,0.362306014329667,-0.205540487990507,-0.147765716654464,0.0367411151454468
"A630001G21Rik",1.28734869954876,-0.0817124654120161,0.0386285467012148,-0.18070884949679,-0.188273386758139,-0.117557998672884,-0.184977385704217,-0.275531585832393,-0.0709036686559673
"Mir8096",1.02335846031599,-0.310269270212304,0.0725243228998594,-0.00967030244754482,-0.134726088447366,-0.160105482370822,0.185080782486754,-0.220571876343007,0.221426206351437
"Gpr55",0.898301399649272,-0.455570933799698,-0.215805455783858,-0.143008156843617,0.0456541478773477,0.321692416302552,-0.336762547957849,0.127372143123162,0.134749670202773
"Spata3",0.719650978681207,0.0442815073952789,-0.070884509915491,-0.00023831656317665,-0.00520857696269013,0.260310192966591,-0.0665401409349117,0.0884837356250911,0.0153588917393617
"Tex44",0.298615014019158,-0.00454650222109914,-0.0245916669606825,-0.0270829378830643,0.105702747019838,0.102859460818703,-0.111316364914585,-0.0417043688351744,-0.196049981623953
"Ptma",0.400661469887154,0.0386632521740399,0.0109278935228819,-0.0798160422603663,0.0983453974904053,0.154396558316624,-0.0731583082064378,-0.0925059036495375,-0.126869157896863
"Inpp5d",0.630999368351241,-0.329961057301172,-0.0364683768776035,-0.132429218627696,-0.123604104589431,0.176476574967054,-0.106874474070593,-0.177513958081984,0.134017329905553
"Gm19589",0.680680305924417,-0.182630455493674,-0.166323211015952,0.0628139168488852,0.113187611931933,0.102928056404795,-0.313863640221042,0.00539368349980355,-0.0751043329369349
"Arl4c",0.519277328039363,0.0917108769290775,-0.0236314910571584,0.0976754966299048,-0.127856368266985,0.148586695686336,-0.160903254201839,0.0121277429893626,-0.165559588537944
"Lrrfip1",0.371532293967653,0.0406046525365102,-0.102189370169927,-0.149215139797739,0.0926361689673733,0.121844506259545,-0.0173249442843374,-0.120675384708629,-0.168678385390248
"Dusp28",0.601725531625802,0.103041458864185,0.0427746955282474,-0.0551594327051573,-0.041794817598123,-0.00787443612726333,0.0740734500747454,-0.13005308872546,0.182449439985668
"Mir6902",0.645486761992534,0.549639695463585,-0.0675707825758002,-0.0807341470043432,0.179650536486262,0.204616316829101,-0.250147033720746,0.230646726918609,-0.475650524997553
"Hdlbp",0.293817563391903,-0.0473745056848368,0.009709020309069,-0.050063148969443,-0.0780497812567133,-0.0870582048489125,0.00812186025486147,0.0652064431927481,0.0528377475685763
"Sept2",0.553910955079216,-0.092117194021264,-0.0676329501545799,-0.167983777330825,-0.0380455315813094,-0.0910854779354143,-0.033470568042052,0.041201872404746,-0.00323015822397822
"Neu4",0.898495027172551,-0.934690596957753,-0.10034487418791,-0.212553850782341,0.0998605808976339,-0.139087653742695,-0.11836005034717,-0.0112025127094069,-0.257881952205416
"Pdcd1",1.15811273447087,-0.464872645653588,-0.00189233583388359,0.0507845814592985,-0.147731584010246,0.0884384761449377,0.0685027269044276,0.0726992518036181,-0.0471072255941822
"St8sia4",1.01730757061054,-0.539841944893481,0.0135528107080665,-0.0840162013400798,0.00904053843415546,0.244152849864004,-0.343886086971278,-0.067842556006279,0.0196838516313031
"Ppip5k2",0.51654288146245,0.0581514990294906,0.0125583412081162,0.0546788489520287,-0.208734491756265,-0.126416377229702,0.177788615954713,0.00884299580325644,0.124644927986432
"Gin1",0.720173135363201,0.305872900438696,0.113421825997856,-0.0984376915473041,0.045409540273678,0.00371286793907138,0.224967088979748,-0.1336262140597,0.17652655750076
"Bcl2",0.640372943626178,0.0262279545345068,0.0164465045483591,-0.113301737814672,0.16641133603262,0.0762348690728762,-0.00881126750561006,-0.0792637195841756,-0.22855119118295
"Mir3473f",0.73295135718961,-0.0906099929460416,0.0197147746258652,-0.143678193737703,0.195376029472444,0.00891103865989922,0.0903427405298508,-0.13313033351912,-0.368107900388424
"Clasp1",0.253931942794592,-0.0793816822626027,0.00953354430283079,0.0206443315542404,-0.0740155367752342,-0.0306411608135653,0.0488149265974673,0.0477295569641924,-0.00934115329226941
"Insig2",0.440529119032715,-0.224871295752305,-0.00806778473897091,0.0524501388528985,0.0708485439820755,0.0907909728271157,-0.0470551641787023,0.0452357076242502,-0.0733654978892253
"Actr3",0.445292649253655,0.150193097471236,0.00689145564519984,-0.046830845428614,0.0165961995469782,0.0040559619702882,0.101986786977524,0.0142934875450788,-0.0109685828261385
"Tmem163",0.523135751555869,-0.289571680812739,0.0582882405730666,0.0855960815103101,-0.0398851363799615,-0.104663825284088,0.0270103112538679,0.0659438163178178,0.0606672252573828
"Mcm6",0.941306508552244,-0.652451355901404,0.0569349747388046,-0.212860159571362,0.243920652017083,-0.13894281405092,0.0271968172798777,0.00694706879210333,-0.260301064343252
"Dars",0.728319764905341,-0.0585634640395374,0.133340143957567,0.0639029241501014,0.142871309503847,0.0779739090033851,0.154926011881256,0.181405976898551,0.0181457209672991
"Cxcr4",1.26537220618889,0.0341455664950596,0.0459088753592381,0.0906095525426701,0.0124938952175381,0.0487162244423752,-0.241258936187381,0.0483551395890881,-0.102752019876661
"Il19",0.704834680833905,-0.283850444293856,0.036819974086666,-0.0520474492441864,-0.0452269203840842,-0.292274011557368,-0.252800251666634,0.0102307735163922,0.00573561250652161
"Il10",1.48399645053386,-0.227543610125848,0.0396267654039531,-0.121786372317047,-0.124541440937533,-0.0571550079429438,-0.290818810049963,-0.104687312981113,-0.217371430179027
"Mapkapk2",0.32680352043764,0.249939008722946,0.0648026792890668,0.0244864353867266,0.0349133380376777,0.107806232709736,-0.0596391668085148,-0.108198678998549,-0.175412624899952
"Dyrk3",0.591425754127702,-0.105897694994645,0.022932981014294,0.0776745780735317,0.036702094215212,0.306595483100126,-0.121735361288424,0.0671005595588598,0.0479797973206043
"Rassf5",0.549775177333396,-0.0755056472800704,-0.0492509030626448,0.0189747045813535,-0.131242373859333,-0.0504325599842787,-0.23338264297727,0.0133640668365251,-0.0821280195932787
"Ikbke",0.555515265277604,-0.0694809188688415,-0.0476307714474396,0.104908906144983,0.0998093716511853,-0.0438211370908518,0.111931445508644,0.0308686802295129,0.101575536739304
"Fam72a",0.476730183773956,-0.116987988727051,-0.0772237606343375,-0.131012848177207,0.00407907695555028,-0.10052861034176,-0.0630277506652414,-0.0731975112019541,-0.0929765217322082
"Ctse",0.970240510052868,-0.49757881311269,-0.214631385758385,-0.126242575447177,0.0521956795386854,0.0795606742713278,0.0670780245986274,-0.0370262576951133,-0.128235879842699
"Rab7b",0.498070109947236,-0.140995720143177,-0.0505172640177193,0.0186714701360208,-0.0550294560500651,-0.00993994002534874,0.285087202369211,0.107310606522939,-0.269369998271678
"Slc41a1",0.4087593682367,0.113365508448005,0.0805118180882324,-0.302903066470984,0.00830281287564629,0.0286671049651969,0.117147231370996,-0.051665052537784,-0.0260701523571948
"Elk4",0.429608510030982,-0.126878905719914,0.0281528516597945,-0.137116534004893,0.0637037230924982,0.165915346021871,-0.117635816528499,0.0578234756922313,0.0283133573421066
"Mdm4",0.4639936989979,0.0859444244864625,-0.0235226884255763,-0.089610746042058,-0.0508646837636349,0.133613577852307,-0.0959155168490046,0.033782168517994,-0.130506272470542
"Lax1",0.761233649397321,0.0886366129306328,0.114687486762972,-0.283189836641373,-0.0742807255705621,-0.0300376187645285,0.209183419113939,-0.0597790670351792,-0.131113317865155
"Atp2b4",0.469752689156038,-0.143753134168692,-0.1019122535813,-0.182260720063154,0.12333088251807,0.121487444657181,-0.133947739664764,0.0423610897055978,-0.0407905467932293
"Mir6903",0.431860423337478,-0.0235252132220406,-0.100507833212533,-0.124900449046859,0.0964225853766498,0.122891442112893,-0.0768092717384949,0.0312767204689521,-0.0832271840219492
"Btg2",0.524622649810308,0.0747943288478201,-0.085336100505532,-0.0464864088519718,0.0677449615833997,0.100988062831138,-0.0382503725650028,-0.0153783173526029,-0.153191142102206
"Mybph",0.696337152137541,0.0375703965765723,-0.130639391673698,-0.0429000371870252,-0.023712581368619,0.0553775287311517,-0.113734873879665,-0.104641974103241,0.00817824977453741
"Ptprv",0.948863046682136,-0.0102896309931797,0.129583082371023,-0.107957665039464,-0.256704673073716,-0.00995369786909398,0.118229979629479,-0.0318981411909899,-0.0880468471749917
"Ptpn7",1.21868825635352,0.0289234663427887,0.146550000484584,-0.0705251992056225,-0.240462371741347,0.116970164513585,0.010453656887549,-0.0596959410299495,-0.183544679542639
"Kif21b",0.579462032609186,-0.0734356870000638,0.00609054563249614,0.0280123970482001,-0.368135371107199,0.0883806378021536,-0.0994057507132893,0.159084560856739,0.289961953417744
"Gm15850",0.789996213138581,-0.0786116859807995,0.00505707252506487,-0.022590305850772,-0.401150100455027,0.0929473912537275,-0.180531724859826,0.277881624186792,0.239148090073785
"Gpr25",0.803404159682789,0.00276812913488671,-0.00806073985968439,0.00909721840482806,-0.211720582941207,0.285433998042305,0.0035003081321381,-0.143334146328535,0.164153962714306
"Zfp281",0.598696072213585,0.171091874171051,0.0255849900284963,0.00365398493740567,-0.0684714773314355,0.0357118007141479,-0.192676499418058,-0.0771759295886164,0.0362216832861532
"Gm19705",0.583209168668555,0.0392848607086712,0.117666833894114,0.179003058070361,-0.0761654822602427,0.000615405930607463,-0.119554324299589,-0.0148890888058637,-0.287875348758206
"Ptprc",0.841145756216641,-0.411693360332584,0.00633244391746437,0.020519690879629,-0.0191819793724021,0.0630192103593723,-0.0596987679208628,-0.0304084437071782,-0.258311592256601
"Atp6v1g3",0.84220378602778,-0.195649556846268,0.0772241861808854,0.0903081310030733,-0.028940737369462,0.0227167646068176,0.0294178095136695,-0.00305076674664365,-0.0916705814316729
"Nek7",0.680617205760502,0.0327799222231339,0.0614472738768429,0.00436985874098429,-0.0752307271770162,0.0204265562589525,0.0253843256373232,0.0385560680131756,-0.0834380681453578
"4930596I21Rik",0.51475788002417,-0.269333704348304,-0.0526689850069689,-0.171897720851923,0.143324109436325,0.294524398477525,-0.141293650755591,0.0233494518995684,0.0283698481410825
"Rgs1",0.994486630265622,-0.238117414778008,-0.0267714830394859,0.12215936601041,0.0262406753521691,-0.0642956242019358,-0.106671649214741,-0.134661170619702,-0.33565698457895
